rentree_scolaire;academie;code_du_departement;departement;uai;nom_de_l_etablissment;code_insee_de_la_commune;nom_de_la_commune;secteur;type_de_lycee;ips_voie_gt;ips_voie_pro;ips_ensemble_gt_pro;ecart_type_de_l_ips_voie_gt;ecart_type_de_l_ips_voie_pro
2017-2018;LILLE;59;NORD;0590282L;LYCEE GENERAL ET TECHNOLOGIQUE JULES MOUSSERON LYCEE DES METIERS DU SANITAIRE ET SOCIAL;59172;DENAIN;public;LEGT;82.6;;82.6;;
2017-2018;LILLE;59;NORD;0592921E;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINT REMI;59512;ROUBAIX;privé sous contrat;LEGT;101.2;;101.2;;
2017-2018;LILLE;59;NORD;0592922F;LYCEE GENERAL PRIVE THERESE D AVILA;59350;LILLE;privé sous contrat;LEGT;141.0;;141.0;;
2017-2018;LILLE;59;NORD;0592926K;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINT JUDE;59017;ARMENTIERES;privé sous contrat;LEGT;133.5;;133.5;;
2017-2018;LILLE;59;NORD;0592928M;LYCEE POLYVALENT PRIVE SAINTE JEANNE D ARC LYCEE DES METIERS DE L HOTELLERIE RESTAURATION LYCEE DES METIERS DE L ESTHETIQUE ET DE LA COIFFURE;59033;AULNOYE AYMERIES;privé sous contrat;LPO;101.1;77.0;88.0;;
2017-2018;LILLE;59;NORD;0593027V;LYCEE PROFESSIONNEL PRIVE INDUSTRIES LILLOISES LYCEE DES METIERS DE LA CONSTRUCTION DE L ENVIRONNEMENT ET DES ÉNERGIES;59350;LILLE;privé sous contrat;LP;;99.4;99.4;;
2017-2018;LILLE;59;NORD;0593058D;LYCEE POLYVALENT PRIVE VAUBAN;59183;DUNKERQUE;privé sous contrat;LPO;89.6;84.5;86.0;;
2017-2018;LILLE;59;NORD;0593078A;LYCEE POLYVALENT PRIVE FONDATION DEPOORTER LYCEE DES METIERS DE LA SANTE ET DU SOCIAL;59295;HAZEBROUCK;privé sous contrat;LPO;107.0;93.6;99.7;;
2017-2018;LILLE;59;NORD;0593104D;LYCEE POLYVALENT PRIVE SAINT PIERRE;59249;FOURMIES;privé sous contrat;LPO;99.6;71.8;79.3;;
2017-2018;LILLE;59;NORD;0593113N;LYCEE GENERAL PRIVE SAINTE CLAIRE;59350;LILLE;privé sous contrat;LEGT;120.3;;120.3;;
2017-2018;LILLE;59;NORD;0593136N;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINT JACQUES;59295;HAZEBROUCK;privé sous contrat;LEGT;125.4;;125.4;;
2017-2018;LILLE;59;NORD;0594400M;LYCEE PROFESSIONNEL AUTOMOBILE ET TRANSPORTS LYCEE DES METIERS DU TRANSPORT ET DE LA LOGISTIQUE DU LITTORAL;59271;GRANDE SYNTHE;public;LP;;73.4;73.4;;
2017-2018;LILLE;59;NORD;0594404S;LYCEE PROFESSIONNEL RENE CASSIN LYCEE DES METIERS DE L ELECTRONIQUE ET DE L ELECTROTECHNIQUE;59414;MONTIGNY EN OSTREVENT;public;LP;;65.6;65.6;;
2017-2018;LILLE;59;NORD;0594653M;LYCEE PROFESSIONNEL ANDRE JURENIL LYCEE DES METIERS DU SANITAIRE ET SOCIAL;59172;DENAIN;public;LP;;67.1;67.1;;
2017-2018;LILLE;59;NORD;0595480L;LYCEE PROFESSIONNEL ILE JEANTY;59183;DUNKERQUE;public;LP;;73.6;73.6;;
2017-2018;LILLE;59;NORD;0595657D;LYCEE POLYVALENT PRIVE INSTITUT SAINT VINCENT DE PAUL LYCEE DES METIERS DU BIEN ÊTRE DE LA SANTE ET DU SOCIAL;59360;LOOS;privé sous contrat;LPO;110.4;94.9;108.0;;
2017-2018;LILLE;59;NORD;0596335R;LYCEE GENERAL PRIVE INSTITUT D ANCHIN;59456;PECQUENCOURT;privé sous contrat;LEGT;123.0;;123.0;;
2017-2018;LILLE;59;NORD;0597005U;LYCEE POLYVALENT DU VAL DE LYS;59212;ESTAIRES;public;LPO;100.7;81.5;95.5;;
2017-2018;AMIENS;60;OISE;0600009J;LYCEE GENERAL ET TECHNOLOGIQUE JEAN ROSTAND;60141;CHANTILLY;public;LEGT;123.6;;123.6;;
2017-2018;AMIENS;60;OISE;0600021X;LYCEE GENERAL ET TECHNOLOGIQUE JULES UHRY;60175;CREIL;public;LEGT;81.2;;81.2;;
2017-2018;AMIENS;60;OISE;0601162M;LYCEE PROFESSIONNEL PRIVE ST VINCENT DE PAUL;60057;BEAUVAIS;privé sous contrat;LP;;83.7;83.7;;
2017-2018;AMIENS;60;OISE;0601700X;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SEVIGNE;60159;COMPIEGNE;privé sous contrat;LEGT;121.1;;121.1;;
2017-2018;AMIENS;60;OISE;0601787S;LYCEE PROFESSIONNEL ROBERVAL LYCEE DES METIERS;60107;BREUIL LE VERT;public;LP;;86.6;86.6;;
2017-2018;AMIENS;60;OISE;0601822E;LYCEE PROFESSIONNEL ARTHUR RIMBAUD LYCEE DES METIERS DE L ELECTRONIQUE DE LA MENUISERIE ET DE LA VENTE;60537;RIBECOURT DRESLINCOURT;public;LP;;82.6;82.6;;
2017-2018;AMIENS;60;OISE;0601826J;LYCEE GENERAL ET TECHNOLOGIQUE HUGUES CAPET;60612;SENLIS;public;LEGT;124.2;;124.2;;
2017-2018;CAEN;61;ORNE;0610700E;LYCEE GENERAL PRIVE BIGNON;61293;MORTAGNE AU PERCHE;privé sous contrat;LEGT;109.2;;109.2;;
2017-2018;LILLE;62;PAS-DE-CALAIS;0620017G;LYCEE GENERAL LAVOISIER;62048;AUCHEL;public;LEGT;85.0;;85.0;;
2017-2018;LILLE;62;PAS-DE-CALAIS;0620043K;LYCEE PROFESSIONNEL SALVADOR ALLENDE LYCEE DES METIERS DE L AUTOMOBILE LYCEE DES METIERS DE LA MAINTENANCE INDUSTRIELLE;62119;BETHUNE;public;LP;;75.5;75.5;;
2017-2018;LILLE;62;PAS-DE-CALAIS;0620110H;LYCEE PROFESSIONNEL AUGUSTE BEHAL LYCEE DES METIERS DE LA PERSONNE SANTE SOCIAL LYCEE DES METIERS DE CONSTRUCTION BOIS ET MATERIAUX;62498;LENS;public;LP;;69.4;69.4;;
2017-2018;LILLE;62;PAS-DE-CALAIS;0620121V;LYCEE PROFESSIONNEL FLORA TRISTAN;62516;LILLERS;public;LP;;72.1;72.1;;
2017-2018;LILLE;62;PAS-DE-CALAIS;0620162P;LYCEE PROFESSIONNEL DU PAYS DE SAINT OMER LYCEE DES METIERS DE L AUTOMOBILE LYCEE DES METIERS DE LA GESTION DE L ADMINISTRATIF ET DU COMMERCE;62765;SAINT OMER;public;LP;;73.3;73.3;;
2017-2018;LILLE;62;PAS-DE-CALAIS;0620192X;LYCEE PROFESSIONNEL PIERRE MENDES FRANCE LYCEE DES METIERS DES SYSTEMES AUTOMATIQUES ET DE L ELECTRONIQUE COMMUNICANTE;62178;BRUAY LA BUISSIERE;public;LP;;67.9;67.9;;
2017-2018;LILLE;62;PAS-DE-CALAIS;0620258U;LYCEE PROFESSIONNEL VOLTAIRE;62895;WINGLES;public;LP;;77.6;77.6;;
2017-2018;LILLE;62;PAS-DE-CALAIS;0622107D;LYCEE GENERAL PRIVE NAZARETH HAFFREINGUE;62160;BOULOGNE SUR MER;privé sous contrat;LEGT;125.6;;125.6;;
2017-2018;LILLE;62;PAS-DE-CALAIS;0622116N;LYCEE GENERAL PRIVE LA MALASSISE;62525;LONGUENESSE;privé sous contrat;LEGT;130.2;;130.2;;
2017-2018;LILLE;62;PAS-DE-CALAIS;0622192W;LYCEE PROFESSIONNEL PRIVE SAINT JOSEPH LYCEE DES METIERS MANAGEMENT GESTION COMMUNICATION;62318;ETAPLES;privé sous contrat;LP;;86.3;86.3;;
2017-2018;LILLE;62;PAS-DE-CALAIS;0622199D;LYCEE POLYVALENT PRIVE SAINT DENIS;62765;SAINT OMER;privé sous contrat;LPO;114.0;90.8;110.8;;
2017-2018;LILLE;62;PAS-DE-CALAIS;0623463C;LYCEE PROFESSIONNEL NORMANDIE NIEMEN LYCEE DES METIERS DU BATIMENT ET DES ENERGIES RENOUVELABLES;62193;CALAIS;public;LP;;69.5;69.5;;
2017-2018;LILLE;62;PAS-DE-CALAIS;0624109E;LYCEE POLYVALENT GIRAUX SANNIER LYCEE DES METIERS DE L INDUSTRIE DES TERRES D OPALE;62758;SAINT MARTIN BOULOGNE;public;LPO;99.7;75.8;90.9;;
2017-2018;CLERMONT-FERRAND;63;PUY-DE-DOME;0630001J;LYCEE POLYVALENT BLAISE PASCAL;63003;AMBERT;public;LPO;107.0;89.7;101.2;;
2017-2018;CLERMONT-FERRAND;63;PUY-DE-DOME;0630012W;LYCEE PROFESSIONNEL FRANCOIS RABELAIS;63050;BRASSAC LES MINES;public;LP;;87.4;87.4;;
2017-2018;CLERMONT-FERRAND;63;PUY-DE-DOME;0630021F;LYCEE POLYVALENT LA FAYETTE LYCEE DES METIERS DE L INGENIERIE INDUSTRIELLE;63113;CLERMONT FERRAND;public;LPO;117.0;94.6;109.5;;
2017-2018;CLERMONT-FERRAND;63;PUY-DE-DOME;0630034V;LYCEE GENERAL ET TECHNOLOGIQUE MURAT;63178;ISSOIRE;public;LEGT;113.8;;113.8;;
2017-2018;CLERMONT-FERRAND;63;PUY-DE-DOME;0630068G;LYCEE GENERAL ET TECHNOLOGIQUE MONTDORY;63430;THIERS;public;LEGT;106.1;;106.1;;
2017-2018;CLERMONT-FERRAND;63;PUY-DE-DOME;0630069H;LYCEE GENERAL ET TECHNOLOGIQUE JEAN ZAY;63430;THIERS;public;LEGT;104.9;;104.9;;
2017-2018;CLERMONT-FERRAND;63;PUY-DE-DOME;0631033F;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SEVIGNE SAINT LOUIS;63178;ISSOIRE;privé sous contrat;LEGT;111.7;;111.7;;
2017-2018;CLERMONT-FERRAND;63;PUY-DE-DOME;0631070W;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINTE THECLE LYCEE DES METIERS DE LA SANTE ET DU SOCIAL;63075;CHAMALIERES;privé sous contrat;LEGT;116.4;;116.4;;
2017-2018;CLERMONT-FERRAND;63;PUY-DE-DOME;0631408N;LYCEE PROFESSIONNEL PRIVE LES CORDELIERS LYCEE DES METIERS DE LA SANTE ET DU SOCIAL;63113;CLERMONT FERRAND;privé sous contrat;LP;;89.7;89.7;;
2017-2018;CLERMONT-FERRAND;63;PUY-DE-DOME;0631737W;LYCEE PROFESSIONNEL PRIVE SAINT ALYRE;63113;CLERMONT FERRAND;privé sous contrat;LP;;112.0;112.0;;
2017-2018;BORDEAUX;64;PYRENEES-ATLANTIQUES;0640026F;LYCEE PROFESSIONNEL LYCEE DES METIERS DE L HABITAT ET DE L INDUSTRIE;64237;GELOS;public;LP;;84.3;84.3;;
2017-2018;BORDEAUX;64;PYRENEES-ATLANTIQUES;0640040W;LYCEE PROFESSIONNEL JEAN PIERRE CHAMPO LYCEE DES METIERS DE LA MAINTENANCE;64371;MAULEON LICHARRE;public;LP;;97.0;97.0;;
2017-2018;BORDEAUX;64;PYRENEES-ATLANTIQUES;0640042Y;LYCEE PROFESSIONNEL HAUTE VUE LYCEE DES METIERS DU GOUT ET DES SOINS ET DES SERVICES A LA PERSONNE;64405;MORLAAS;public;LP;;90.6;90.6;;
2017-2018;BORDEAUX;64;PYRENEES-ATLANTIQUES;0640046C;LYCEE GENERAL PAUL REY;64417;NAY;public;LEGT;119.7;;119.7;;
2017-2018;BORDEAUX;64;PYRENEES-ATLANTIQUES;0640047D;LYCEE GENERAL JULES SUPERVIELLE;64422;OLORON SAINTE MARIE;public;LEGT;112.2;;112.2;;
2017-2018;BORDEAUX;64;PYRENEES-ATLANTIQUES;0640052J;LYCEE GENERAL ET TECHNOLOGIQUE GASTON FEBUS;64430;ORTHEZ;public;LEGT;112.2;;112.2;;
2017-2018;BORDEAUX;64;PYRENEES-ATLANTIQUES;0640057P;LYCEE POLYVALENT SAINT CRICQ;64445;PAU;public;LPO;123.9;97.5;122.2;;
2017-2018;BORDEAUX;64;PYRENEES-ATLANTIQUES;0640080P;LYCEE PROFESSIONNEL MOLIERE;64430;ORTHEZ;public;LP;;90.5;90.5;;
2017-2018;BORDEAUX;64;PYRENEES-ATLANTIQUES;0640115C;LYCEE GENERAL PRIVE SAINT LOUIS VILLA PIA;64102;BAYONNE;privé sous contrat;LEGT;130.7;;130.7;;
2017-2018;BORDEAUX;64;PYRENEES-ATLANTIQUES;0640122K;LYCEE GENERAL PRIVE LE BEAU RAMEAU LESTELLE BETHARRAM;64339;LESTELLE BETHARRAM;privé sous contrat;LEGT;115.7;;115.7;;
2017-2018;BORDEAUX;64;PYRENEES-ATLANTIQUES;0640125N;LYCEE GENERAL PRIVE SAINT JOSEPH;64417;NAY;privé sous contrat;LEGT;110.8;;110.8;;
2017-2018;BORDEAUX;64;PYRENEES-ATLANTIQUES;0641408H;LYCEE PROFESSIONNEL PRIVE SAINTE BERNADETTE;64075;AUDAUX;privé sous contrat;LP;;70.1;70.1;;
2017-2018;BORDEAUX;64;PYRENEES-ATLANTIQUES;0641705F;LYCEE PROFESSIONNEL PRIVE SAINT JOSEPH LYCEE DES METIERS COMMERCE VENTE ET SANTE SOCIAL;64547;USTARITZ;privé sous contrat;LP;;98.6;98.6;;
2017-2018;BORDEAUX;64;PYRENEES-ATLANTIQUES;0641844G;LYCEE POLYVALENT DE NAVARRE;64485;SAINT JEAN PIED DE PORT;public;LPO;113.5;97.2;109.9;;
2017-2018;TOULOUSE;65;HAUTES-PYRENEES;0650014M;LYCEE PROFESSIONNEL DE L ARROUZA;65286;LOURDES;public;LPO;103.2;88.5;91.0;;
2017-2018;TOULOUSE;65;HAUTES-PYRENEES;0650029D;LYCEE PROFESSIONNEL REFFYE;65440;TARBES;public;LP;;86.3;86.3;;
2017-2018;TOULOUSE;65;HAUTES-PYRENEES;0650041S;LYCEE PROFESSIONNEL JEAN DUPUY LYCEE DES METIERS DE L INDUSTRIE : MATERIAUX PRODUCTION ET ELECTRICITE;65440;TARBES;public;LP;;94.6;94.6;;
2017-2018;MONTPELLIER;66;PYRENEES-ORIENTALES;0660004W;LYCEE POLYVALENT DEODAT DE SEVERAC;66049;CERET;public;LPO;108.1;80.0;98.2;;
2017-2018;MONTPELLIER;66;PYRENEES-ORIENTALES;0660924W;LYCEE POLYVALENT CHRISTIAN BOURQUIN;66008;ARGELES SUR MER;public;LPO;107.3;88.4;100.6;;
2017-2018;STRASBOURG;67;BAS-RHIN;0670005S;LYCEE GENERAL ET TECHNOLOGIQUE ANDRE MAUROIS;67046;BISCHWILLER;public;LEGT;106.3;;106.3;;
2017-2018;STRASBOURG;67;BAS-RHIN;0670049P;LYCEE GENERAL FREPPEL;67348;OBERNAI;public;LEGT;127.9;;127.9;;
2017-2018;STRASBOURG;67;BAS-RHIN;0670062D;LYCEE PROFESSIONNEL ARISTIDE BRIAND;67447;SCHILTIGHEIM;public;LP;;75.0;75.0;;
2017-2018;STRASBOURG;67;BAS-RHIN;0670081Z;LYCEE GENERAL SECTIONS INTERNATIONALES;67482;STRASBOURG;public;LEGT;133.0;;133.0;;
2017-2018;STRASBOURG;67;BAS-RHIN;0671611M;LYCEE GENERAL PRIVE INSTITUTION LA DOCTRINE CHRETIENNE;67482;STRASBOURG;privé sous contrat;LEGT;119.6;;119.6;;
2017-2018;STRASBOURG;67;BAS-RHIN;0671615S;ECOLE AQUIBA (LYCEE GENERAL PRIVE);67482;STRASBOURG;privé sous contrat;LEGT;135.7;;135.7;;
2017-2018;STRASBOURG;67;BAS-RHIN;0672198A;LYCEE POLYVALENT LE CORBUSIER LYCEE DES METIERS DE L ARCHITECTURE DE LA CONSTRUCTION ET DU DESIGN;67218;ILLKIRCH GRAFFENSTADEN;public;LPO;118.3;77.1;96.6;;
2017-2018;STRASBOURG;67;BAS-RHIN;0672299K;LYCEE PROFESSIONNEL PRIVE INSTITUTION SAINTE PHILOMENE;67180;HAGUENAU;privé sous contrat;LP;;100.3;100.3;;
2017-2018;STRASBOURG;67;BAS-RHIN;0672534R;LYCEE POLYVALENT HAUT BARR LYCEE DES METIERS;67437;SAVERNE;public;LPO;118.9;91.3;116.1;;
2017-2018;STRASBOURG;68;HAUT-RHIN;0680016Y;LYCEE POLYVALENT THEODORE DECK;68112;GUEBWILLER;public;LPO;114.5;93.8;110.9;;
2017-2018;STRASBOURG;68;HAUT-RHIN;0680060W;LYCEE GENERAL ET TECHNOLOGIQUE RIBEAUPIERRE;68269;RIBEAUVILLE;public;LEGT;120.2;;120.2;;
2017-2018;STRASBOURG;68;HAUT-RHIN;0680141J;COLLEGE EPISCOPAL (LYCEE GENERAL PRIVE);68384;ZILLISHEIM;privé sous contrat;LEGT;132.3;;132.3;;
2017-2018;STRASBOURG;68;HAUT-RHIN;0681656F;LYCEE PROFESSIONNEL PRIVE INSTITUTION SAINT JEAN;68066;COLMAR;privé sous contrat;LP;;99.3;99.3;;
2017-2018;STRASBOURG;68;HAUT-RHIN;0681768C;LYCEE POLYVALENT LAVOISIER;68224;MULHOUSE;public;LPO;92.3;84.5;91.6;;
2017-2018;STRASBOURG;68;HAUT-RHIN;0681793E;LYCEE TECHNOLOGIQUE PRIVE SAINT JOSEPH DE CLUNY;68224;MULHOUSE;privé sous contrat;LEGT;99.4;;99.4;;
2017-2018;STRASBOURG;68;HAUT-RHIN;0681801N;LYCEE POLYVALENT C DE GAULLE LYCEE DES METIERS DE LA SECURITE ET DE L INDUSTRIE;68258;PULVERSHEIM;public;LP;;94.1;94.1;;
2017-2018;STRASBOURG;68;HAUT-RHIN;0681810Y;LYCEE POLYVALENT GUSTAVE EIFFEL LYCEES DES METIERS DU BATIMENT ET DES TRAVAUX PUBLICS;68063;CERNAY;public;LPO;84.4;83.1;83.2;;
2017-2018;LYON;69;RHONE;0690003D;LYCEE PROFESSIONNEL BARTHELEMY THIMONNIER;69010;L ARBRESLE;public;LP;;86.7;86.7;;
2017-2018;LYON;69;RHONE;0690037R;LYCEE GENERAL ET TECHNOLOGIQUE LA MARTINIERE DIDEROT;69381;LYON 1ER ARRONDISSEMENT;public;LEGT;122.9;;122.9;;
2017-2018;LYON;69;RHONE;0690107S;LYCEE PROFESSIONNEL ALFRED DE MUSSET;69266;VILLEURBANNE;public;LP;;79.6;79.6;;
2017-2018;LYON;69;RHONE;0690109U;LYCEE PROFESSIONNEL MARIE CURIE;69266;VILLEURBANNE;public;LP;;72.4;72.4;;
2017-2018;LYON;69;RHONE;0690514J;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE CHARLES DE FOUCAULD;69383;LYON 3E ARRONDISSEMENT;privé sous contrat;LEGT;136.1;;136.1;;
2017-2018;LYON;69;RHONE;0690519P;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE NOTRE DAME DES MINIMES;69385;LYON 5E ARRONDISSEMENT;privé sous contrat;LEGT;129.8;;129.8;;
2017-2018;LYON;69;RHONE;0690563M;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINT LOUIS SAINT BRUNO;69381;LYON 1ER ARRONDISSEMENT;privé sous contrat;LEGT;128.4;;128.4;;
2017-2018;LYON;69;RHONE;0690564N;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE INSTITUTION DES CHARTREUX;69381;LYON 1ER ARRONDISSEMENT;privé sous contrat;LEGT;144.7;;144.7;;
2017-2018;LYON;69;RHONE;0690631L;LYCEE TECHNOLOGIQUE PRIVE ICOF;69385;LYON 5E ARRONDISSEMENT;privé sous contrat;LEGT;120.6;;120.6;;
2017-2018;LYON;69;RHONE;0690641X;LYCEE PROFESSIONNEL PRIVE SAINT MARC LYCEE DES METIERS DES SERVICES ADMINISTRATIFS ET DE LA VENTE;69382;LYON 2E ARRONDISSEMENT;privé sous contrat;LP;;104.7;104.7;;
2017-2018;LYON;69;RHONE;0690697H;LYCEE PROFESSIONNEL PRIVE LA FAVORITE SAINTE THERESE;69202;SAINTE FOY LES LYON;privé sous contrat;LP;;114.3;114.3;;
2017-2018;LYON;69;RHONE;0690712Z;LYCEE PROFESSIONNEL PRIVE SAINT LOUIS SAINT BRUNO;69381;LYON 1ER ARRONDISSEMENT;privé sous contrat;LP;;93.1;93.1;;
2017-2018;LYON;69;RHONE;0691626T;LYCEE PROFESSIONNEL GEORGES LAMARQUE LYCEE DES METIERS DES ARTS ET TECHNIQUES DU BOIS ET DE LA TAPISSERIE D AMEUBLEMENT;69286;RILLIEUX LA PAPE;public;LP;;94.6;94.6;;
2017-2018;LYON;69;RHONE;0691875N;LYCEE PROFESSIONNEL PRIVE INSTITUT TECHNIQUE DES CARRIERES CAROLE;69382;LYON 2E ARRONDISSEMENT;privé sous contrat;LP;;114.2;114.2;;
2017-2018;LYON;69;RHONE;0692418D;LYCEE PROFESSIONNEL MARC SEGUIN;69259;VENISSIEUX;public;LP;;73.6;73.6;;
2017-2018;LYON;69;RHONE;0693045K;LYCEE PROFESSIONNEL LES CANUTS LYCEE DES METIERS DE L ELECTROTECHNIQUE LYCEE DES METIERS DE LA VENTE;69256;VAULX EN VELIN;public;LP;;72.5;72.5;;
2017-2018;LYON;69;RHONE;0693371P;LYCEE PROFESSIONNEL PRIVE DON BOSCO LYCEE DES METIERS DES SERVICES A LA PERSONNE;69385;LYON 5E ARRONDISSEMENT;privé sous contrat;LP;;102.5;102.5;;
2017-2018;LYON;69;RHONE;0693375U;LYCEE PROFESSIONNEL PRIVE NOTRE DAME;69264;VILLEFRANCHE SUR SAONE;privé sous contrat;LP;;94.9;94.9;;
2017-2018;LYON;69;RHONE;0693786R;LYCEE POLYVALENT PRIVE JEHANNE DE FRANCE;69389;LYON 9E ARRONDISSEMENT;privé sous contrat;LPO;133.3;114.3;116.8;;
2017-2018;BESANCON;70;HAUTE-SAONE;0700038L;LYCEE PROFESSIONNEL LUXEMBOURG;70550;VESOUL;public;LP;;84.0;84.0;;
2017-2018;BESANCON;70;HAUTE-SAONE;0700076C;LYCEE PROFESSIONNEL PRIVE SAINTE ANNE SAINT JOSEPH;70310;LURE;privé sous contrat;LP;;78.5;78.5;;
2017-2018;BESANCON;70;HAUTE-SAONE;0700077D;LYCEE PROFESSIONNEL PRIVE GROUPE SCOLAIRE DE LA COMPASSION;70561;VILLERSEXEL;privé sous contrat;LP;;71.3;71.3;;
2017-2018;BESANCON;70;HAUTE-SAONE;0701035V;LPO LOUIS ARAGON LYCEE DES METIERS DE L ENERGIE ET DU DEVELOPPEMENT DURABLE;70285;HERICOURT;public;LPO;117.3;87.1;113.2;;
2017-2018;DIJON;71;SAONE-ET-LOIRE;0710001R;LYCEE POLYVALENT BONAPARTE;71014;AUTUN;public;LPO;114.0;87.6;107.5;;
2017-2018;DIJON;71;SAONE-ET-LOIRE;0710012C;LYCEE TECHNOLOGIQUE NICEPHORE NIEPCE;71076;CHALON SUR SAONE;public;LEGT;113.7;;113.7;;
2017-2018;DIJON;71;SAONE-ET-LOIRE;0710023P;LYCEE GENERAL ET TECHNOLOGIQUE LA PRAT S;71137;CLUNY;public;LEGT;121.5;;121.5;;
2017-2018;DIJON;71;SAONE-ET-LOIRE;0710048S;LYCEE POLYVALENT RENE CASSIN LYCEE DES METIERS;71270;MACON;public;LPO;111.7;88.3;103.5;;
2017-2018;DIJON;71;SAONE-ET-LOIRE;0710077Y;LYCEE PROFESSIONNEL JULIEN DE BALLEURE;71076;CHALON SUR SAONE;public;LP;;91.5;91.5;;
2017-2018;DIJON;71;SAONE-ET-LOIRE;0711384U;LYCEE PROFESSIONNEL CLAUDIE HAIGNERE;71040;BLANZY;public;LP;;79.6;79.6;;
2017-2018;NANTES;72;SARTHE;0720017C;LYCEE POLYVALENT ROBERT GARNIER;72132;LA FERTE BERNARD;public;LPO;100.4;84.4;95.9;;
2017-2018;NANTES;72;SARTHE;0720033V;LPO GABRIEL TOUCHARD WASHINGTON LYC MET DE LA PROTHESE DENTAIRE LYC MET DU MANAGEMENT ET DE LA GESTION ADMINISTRATIVE;72181;LE MANS;public;LPO;110.6;82.8;103.8;;
2017-2018;NANTES;72;SARTHE;0720822C;LPO PRIVE SAINTE CATHERINE LYC MET DE L HOTELLERIE RESTAURATION ET DE LA BOULANGERIE PATISSERIE LYC MET DU COMMERCE ET DE LA VENTE;72181;LE MANS;privé sous contrat;LPO;110.8;90.1;91.9;;
2017-2018;NANTES;72;SARTHE;0720825F;LYCEE PROFESSIONNEL PRIVE JOSEPH ROUSSEL;72181;LE MANS;privé sous contrat;LP;;93.6;93.6;;
2017-2018;NANTES;72;SARTHE;0720843A;LYCEE POLYVALENT PRIVE SAINTE ANNE;72264;SABLE SUR SARTHE;privé sous contrat;LPO;111.6;89.8;106.3;;
2017-2018;NANTES;72;SARTHE;0721493G;LYCEE GENERAL ET TECHNOLOGIQUE MARGUERITE YOURCENAR;72181;LE MANS;public;LEGT;117.4;;117.4;;
2017-2018;NANTES;72;SARTHE;0721549T;LYCEE GENERAL PRIVE SAINT PAUL NOTRE DAME;72132;LA FERTE BERNARD;privé sous contrat;LEGT;106.9;;106.9;;
2017-2018;GRENOBLE;73;SAVOIE;0730003G;LYCEE POLYVALENT MARLIOZ;73008;AIX LES BAINS;public;LPO;122.2;89.1;117.0;;
2017-2018;GRENOBLE;73;SAVOIE;0730029K;LYCEE GENERAL ET TECHNOLOGIQUE AMBROISE CROIZAT LYCEE DES METIERS DES SERVICES EN MONTAGNE;73181;MOUTIERS;public;LEGT;122.4;;122.4;;
2017-2018;GRENOBLE;73;SAVOIE;0730030L;LYCEE PROFESSIONNEL AMBROISE CROIZAT LYCEE DES METIERS DES SERVICES EN MONTAGNE;73181;MOUTIERS;public;LP;;91.7;91.7;;
2017-2018;GRENOBLE;73;SAVOIE;0730037U;LYCEE POLYVALENT PAUL HEROULT (A ABSORBE L'UAI 0730900G EN 2017);73248;SAINT JEAN DE MAURIENNE;public;LPO;109.1;89.1;102.3;;
2017-2018;GRENOBLE;74;HAUTE SAVOIE;0740003B;LYCEE GENERAL L BERTHOLLET;74010;ANNECY;public;LEGT;130.3;;130.3;;
2017-2018;GRENOBLE;74;HAUTE SAVOIE;0740005D;LYCEE GENERAL ET TECHNOLOGIQUE GABRIEL FAURE;74010;ANNECY;public;LEGT;120.3;;120.3;;
2017-2018;GRENOBLE;74;HAUTE SAVOIE;0740009H;LYCEE POLYVALENT DES GLIERES;74012;ANNEMASSE;public;LPO;100.2;81.9;96.1;;
2017-2018;GRENOBLE;74;HAUTE SAVOIE;0740013M;LYCEE POLYVALENT GUILLAUME FICHET;74042;BONNEVILLE;public;LPO;105.7;76.4;99.8;;
2017-2018;GRENOBLE;74;HAUTE SAVOIE;0740031G;LYCEE PROFESSIONNEL PORTE DES ALPES LYCEE DES METIERS DU BATIMENT ET DES TRAVAUX PUBLICS;74225;RUMILLY;public;LP;;93.2;93.2;;
2017-2018;GRENOBLE;74;HAUTE SAVOIE;0740037N;LYCEE GENERAL ET TECHNOLOGIQUE MME DE STAEL;74243;SAINT JULIEN EN GENEVOIS;public;LEGT;117.0;;117.0;;
2017-2018;GRENOBLE;74;HAUTE SAVOIE;0740059M;LYCEE PROFESSIONNEL DU CHABLAIS;74281;THONON LES BAINS;public;LP;;84.2;84.2;;
2017-2018;GRENOBLE;74;HAUTE SAVOIE;0740099F;LYCEE GENERAL PRIVE SAINT JOSEPH;74280;THONES;privé sous contrat;LEGT;128.5;;128.5;;
2017-2018;GRENOBLE;74;HAUTE SAVOIE;0740152N;LYCEE PROFESSIONNEL PRIVE CECAM;74241;SAINT JEOIRE;privé sous contrat;LP;;94.4;94.4;;
